Kingdom,SampleID,Count,Total,Tissue
Other,FO144,2819898,3453723,Leaf
Other,FO145,3027925,3842066,Leaf
Other,FO146,2765775,3560072,Leaf
Other,FO147,3019981,3783260,Leaf
Other,FO148,2854192,3945170,Leaf
Other,FO149,3180012,3746114,Leaf
Other,FO15,2906461,3828001,Leaf
Other,FO150,2827620,3268628,Leaf
Other,FO151,3017494,4272951,Leaf
Other,FO152,3538607,6459698,Leaf
Other,FO153,2770825,3941976,Leaf
Other,FO154,2828150,3367242,Leaf
Other,FO155,3363498,4893591,Leaf
Other,FO156,3688301,7497021,Leaf
Other,FO157,2615222,5948145,Leaf
Other,FO158,3289381,5731391,Leaf
Other,FO159,2680045,3718281,Leaf
Other,FO16,2746068,3692575,Leaf
Other,FO160,2790019,3910356,Leaf
Other,FO161,2866032,3915026,Leaf
Other,FO162,3103792,4122614,Leaf
Other,FO163,3365657,6304376,Leaf
Other,FO164,4048684,7594552,Leaf
Other,FO165,3491622,5737614,Leaf
Other,FO166,3177549,5088445,Leaf
Other,FO167,3086514,3764398,Leaf
Other,FO168,3278498,4060908,Leaf
Other,FO169,2648720,3072462,Leaf
Other,FO17,3814854,7850871,Leaf
Other,FO170,3051511,3748304,Leaf
Other,FO171,3225089,3953247,Leaf
Other,FO172,3154015,4979104,Leaf
Other,FO173,2995964,4695397,Leaf
Other,FO174,3647101,7338970,Leaf
Other,FO175,3333285,5906803,Leaf
Other,FO176,3135573,6218176,Leaf
Other,FO177,3136190,5883927,Leaf
Other,FO178,3542697,5629059,Leaf
Other,FO179,3038688,5265959,Leaf
Other,FO18,3077071,3536124,Leaf
Other,FO180,2902110,4565920,Leaf
Other,FO181,3344544,4533083,Leaf
Other,FO182,2765760,4475106,Leaf
Other,FO183,2338108,2941182,Leaf
Other,FO184,3323558,6002036,Leaf
Other,FO185,3377824,6553884,Leaf
Other,FO186,2666160,4094565,Leaf
Other,FO187,2972702,3861714,Leaf
Other,FO188,3373378,6287653,Leaf
Other,FO189,3352415,5539992,Leaf
Other,FO19,2666241,3257471,Leaf
Other,FO190,3059093,4504902,Leaf
Other,FO191,3205304,4595362,Leaf
Other,FO192,2860670,3275975,Leaf
Other,FO193,3413708,6247786,Leaf
Other,FO194,3250119,4537688,Leaf
Other,FO195,4876403,7737780,Leaf
Other,FO196,4022487,7109297,Leaf
Other,FO197,3060947,3900871,Leaf
Other,FO198,3122987,6756455,Leaf
Other,FO199,2649299,4212397,Leaf
Other,FO2,3013180,5084219,Leaf
Other,FO20,3045101,5865411,Leaf
Other,FO200,3297506,4581707,Leaf
Other,FO201,3405084,4393945,Leaf
Other,FO202,3580317,5922293,Leaf
Other,FO203,3153365,4453898,Leaf
Other,FO204,2831387,3260244,Leaf
Other,FO205,3169176,4048408,Leaf
Other,FO206,3053344,3985532,Leaf
Other,FO207,3097948,4056615,Leaf
Other,FO208,2791089,4098904,Leaf
Other,FO209,2667732,3711588,Leaf
Other,FO21,3795940,6482857,Leaf
Other,FO210,2975104,3386938,Leaf
Other,FO211,3583261,4212417,Leaf
Other,FO212,3643285,4310022,Leaf
Other,FO213,3920710,6011324,Leaf
Other,FO214,2717804,3086064,Leaf
Other,FO215,5044163,6989142,Leaf
Other,FO216,3680924,5886475,Leaf
Other,FO217,3140100,5233048,Leaf
Other,FO218,3000598,3693457,Leaf
Other,FO219,2873168,3259596,Leaf
Other,FO22,2898846,4756245,Leaf
Other,FO220,4409041,7703217,Leaf
Other,FO221,3823913,7400205,Leaf
Other,FO222,3260983,4346927,Leaf
Other,FO223,3305458,3895349,Leaf
Other,FO224,4916096,7154719,Leaf
Other,FO225,3479188,4097712,Leaf
Other,FO226,2911942,3595460,Leaf
Other,FO227,3377586,4681867,Leaf
Other,FO228,4140406,5947668,Leaf
Other,FO229,3321034,4459971,Leaf
Other,FO23,3616213,5141450,Leaf
Other,FO230,3257247,4878217,Leaf
Other,FO231,3621857,6503944,Leaf
Other,FO232,4323816,5147096,Leaf
Other,FO233,3332110,4282311,Leaf
Other,FO234,3574391,5922007,Leaf
Other,FO235,2935651,3451313,Leaf
Other,FO236,2708371,3644869,Leaf
Other,FO237,2721279,3433798,Leaf
Other,FO238,3681206,5841093,Leaf
Other,FO239,2821054,3791971,Leaf
Other,FO24,3104931,3681341,Leaf
Other,FO240,4245487,6148647,Leaf
Other,FO241,3146380,3693420,Leaf
Other,FO242,2560278,3265603,Leaf
Other,FO243,4350172,5680288,Leaf
Other,FO244,2717102,3200792,Leaf
Other,FO245,2650825,3712524,Leaf
Other,FO246,2457839,3375182,Leaf
Other,FO247,2718279,3337371,Leaf
Other,FO248,3058796,5234372,Leaf
Other,FO249,3751065,5818522,Leaf
Other,FO25,2821585,3726984,Leaf
Other,FO250,3236119,4391411,Leaf
Other,FO251,3504603,7071529,Leaf
Other,FO252,3147130,3991214,Leaf
Other,FO253,2991100,3668500,Leaf
Other,FO254,2971517,3586924,Leaf
Other,FO255,2917908,3789938,Leaf
Other,FO256,2980875,3771976,Leaf
Other,FO257,2799274,3551759,Leaf
Other,FO258,2993974,6823967,Leaf
Other,FO259,2738760,3168623,Leaf
Other,FO26,3142984,4269551,Leaf
Other,FO260,3565723,8153926,Leaf
Other,FO261,5413889,7716000,Leaf
Other,FO262,5127246,8317948,Leaf
Other,FO263,2594007,3506559,Leaf
Other,FO264,2959186,4085264,Leaf
Other,FO265,2805789,3938091,Leaf
Other,FO266,3482442,4155942,Leaf
Other,FO267,2998915,4368924,Leaf
Other,FO268,4027118,7829968,Leaf
Other,FO269,3795037,6444773,Leaf
Other,FO27,2725394,3254192,Leaf
Other,FO270,3609567,6483069,Leaf
Other,FO271,3471541,6642976,Leaf
Other,FO272,2523621,4562601,Leaf
Other,FO273,4135061,6301159,Leaf
Other,FO274,2461011,3307286,Leaf
Other,FO275,2711173,4670154,Leaf
Other,FO276,2642133,4565061,Leaf
Other,FO277,3314332,4498599,Leaf
Other,FO278,2864037,4828750,Leaf
Other,FO279,4698331,9460062,Leaf
Other,FO28,2857889,4500756,Leaf
Other,FO280,2932017,4685023,Leaf
Other,FO281,2519038,3261635,Leaf
Other,FO282,2846842,4702564,Leaf
Other,FO283,2332813,3295433,Leaf
Other,FO284,3074749,3558889,Leaf
Other,FO285,3068957,4769532,Leaf
Other,FO286,3063530,4984319,Leaf
Other,FO287,2317593,3097362,Leaf
Other,FO288,2891887,4954280,Leaf
Other,FO289,2655980,3733733,Leaf
Other,FO29,2554685,3605625,Leaf
Other,FO290,2947419,4099472,Leaf
Other,FO291,2985527,3913549,Leaf
Other,FO292,3155149,3645044,Leaf
Other,FO293,2915696,3320365,Leaf
Other,FO294,2719152,4381218,Leaf
Other,FO295,3306787,3660037,Leaf
Other,FO296,2787245,3677228,Leaf
Other,FO297,2702639,3338681,Leaf
Other,FO298,2637886,4288988,Leaf
Other,FO299,2684487,4450946,Leaf
Other,FO3,2802636,3557356,Leaf
Other,FO30,3766335,7398543,Leaf
Other,FO300,2655000,3558526,Leaf
Other,FO31,3836594,4451532,Leaf
Other,FO32,3321833,4689303,Leaf
Other,FO33,4908376,6042193,Leaf
Other,FO34,3442475,4428670,Leaf
Other,FO35,3258087,4070525,Leaf
Other,FO36,2713095,3745175,Leaf
Other,FO37,3939222,22430418,Leaf
Other,FO38,3347332,7230352,Leaf
Other,FO39,3188273,5773920,Leaf
Other,FO4,4178504,7332171,Leaf
Other,FO40,2765427,3645604,Leaf
Other,FO41,3100165,3751210,Leaf
Other,FO42,2854616,4943927,Leaf
Other,FO43,3001411,4660940,Leaf
Other,FO44,3076085,3599948,Leaf
Other,FO45,3462078,4360884,Leaf
Other,FO46,3913534,7397181,Leaf
Other,FO47,3214127,4035291,Leaf
Other,FO48,3334401,5764566,Leaf
Other,FO49,4088504,7067300,Leaf
Other,FO5,3109010,4801888,Leaf
Other,FO50,3212432,4312446,Leaf
Other,FO51,3712022,4760112,Leaf
Other,FO52,2670111,3552139,Leaf
Other,FO53,2927821,4910924,Leaf
Other,FO54,3407546,4560113,Leaf
Other,FO55,2973936,3510036,Leaf
Other,FO56,3912263,5267095,Leaf
Other,FO57,2991220,3790423,Leaf
Other,FO58,2975913,4085757,Leaf
Other,FO59,3557964,4684306,Leaf
Other,FO6,2662701,4433072,Leaf
Other,FO60,3237690,4088999,Leaf
Other,FO61,2556733,3583246,Leaf
Other,FO62,3143326,5415916,Leaf
Other,FO63,2712436,3475340,Leaf
Other,FO64,2574434,4191934,Leaf
Other,FO65,3436364,5160805,Leaf
Other,FO66,3863323,5099617,Leaf
Other,FO67,3982516,4765219,Leaf
Other,FO68,2999170,4700976,Leaf
Other,FO69,3662375,5066546,Leaf
Other,FO7,2391557,3834047,Leaf
Other,FO70,2369384,3634207,Leaf
Other,FO71,2996862,4196454,Leaf
Other,FO72,2943352,3287073,Leaf
Other,FO73,2520250,3270149,Leaf
Other,FO74,2714085,3433201,Leaf
Other,FO75,2338408,2633093,Leaf
Other,FO76,3253555,5253215,Leaf
Other,FO77,2755642,4463413,Leaf
Other,FO78,3962349,7299790,Leaf
Other,FO79,2873137,4521589,Leaf
Other,FO8,3333229,4184366,Leaf
Other,FO80,3527657,6470733,Leaf
Other,FO81,2464365,3406652,Leaf
Other,FO83,2608725,3595287,Leaf
Other,FO84,2441998,3567111,Leaf
Other,FO85,3956344,6217272,Leaf
Other,FO87,3436288,5961428,Leaf
Other,FO88,3086392,4467550,Leaf
Other,FO89,3922436,9487698,Leaf
Other,FO9,3250761,5810257,Leaf
Other,FO90,3460593,4297454,Leaf
Other,FO91,2364313,3465431,Leaf
Other,FO92,2852854,3562456,Leaf
Other,FO93,3056483,4305614,Leaf
Other,FO94,4075423,6563876,Leaf
Other,FO95,2269924,3189431,Leaf
Other,FO96,2764724,3735353,Leaf
Other,FO97,2856324,3477023,Leaf
Other,FO98,3380529,7229090,Leaf
Other,FO99,3792030,5394861,Leaf
Archaea,FO1,255,6378624,Leaf
Archaea,FO10,348,5911218,Leaf
Archaea,FO100,275,5159953,Leaf
Archaea,FO101,750,8037844,Leaf
Archaea,FO102,628,6761146,Leaf
Archaea,FO103,207,6126819,Leaf
Archaea,FO104,375,5160471,Leaf
Archaea,FO105,87,3571043,Leaf
Archaea,FO106,529,7789534,Leaf
Archaea,FO107,108,6057944,Leaf
Archaea,FO108,18,4375268,Leaf
Archaea,FO109,9,4116358,Leaf
Archaea,FO11,188,4305506,Leaf
Archaea,FO110,128,5688955,Leaf
Archaea,FO111,141,5455402,Leaf
Archaea,FO112,41,4436161,Leaf
Archaea,FO113,5,2801449,Leaf
Archaea,FO114,318,4670793,Leaf
Archaea,FO115,161,5934727,Leaf
Archaea,FO116,419,4042905,Leaf
Archaea,FO117,127,4326405,Leaf
Archaea,FO118,872,10677796,Leaf
Archaea,FO119,388,7014952,Leaf
Archaea,FO12,176,4969151,Leaf
Archaea,FO120,180,3414102,Leaf
Archaea,FO121,15,3127922,Leaf
Archaea,FO122,65,3841961,Leaf
Archaea,FO123,66,3778263,Leaf
Archaea,FO124,164,5486559,Leaf
Archaea,FO125,598,6454018,Leaf
Archaea,FO126,922,7246773,Leaf
Archaea,FO127,294,5237128,Leaf
Archaea,FO128,19,4097540,Leaf
Archaea,FO129,46,3723095,Leaf
Archaea,FO13,154,4669757,Leaf
Archaea,FO130,67,3957682,Leaf
Archaea,FO131,172,4767054,Leaf
Archaea,FO132,46,3919648,Leaf
Archaea,FO133,45,3074226,Leaf
Archaea,FO134,69,4998884,Leaf
Archaea,FO135,179,6266741,Leaf
Archaea,FO136,404,6959783,Leaf
Archaea,FO137,234,5705308,Leaf
Archaea,FO138,37,3140713,Leaf
Archaea,FO139,78,4625896,Leaf
Archaea,FO14,261,5544240,Leaf
Archaea,FO140,76,3949293,Leaf
Archaea,FO141,48,3914038,Leaf
Archaea,FO142,22,2748656,Leaf
Archaea,FO143,195,4321952,Leaf
Archaea,FO144,39,3453723,Leaf
Archaea,FO145,128,3842066,Leaf
Archaea,FO146,102,3560072,Leaf
Archaea,FO147,141,3783260,Leaf
Archaea,FO148,216,3945170,Leaf
Archaea,FO149,91,3746114,Leaf
Archaea,FO15,23,3828001,Leaf
Archaea,FO150,55,3268628,Leaf
Archaea,FO151,374,4272951,Leaf
Archaea,FO152,671,6459698,Leaf
Archaea,FO153,146,3941976,Leaf
Archaea,FO154,20,3367242,Leaf
Archaea,FO155,86,4893591,Leaf
Archaea,FO156,997,7497021,Leaf
Archaea,FO157,535,5948145,Leaf
Archaea,FO158,587,5731391,Leaf
Archaea,FO159,32,3718281,Leaf
Archaea,FO16,103,3692575,Leaf
Archaea,FO160,16,3910356,Leaf
Archaea,FO161,191,3915026,Leaf
Archaea,FO162,176,4122614,Leaf
Archaea,FO163,597,6304376,Leaf
Archaea,FO164,596,7594552,Leaf
Archaea,FO165,102,5737614,Leaf
Archaea,FO166,37,5088445,Leaf
Archaea,FO167,12,3764398,Leaf
Archaea,FO168,11,4060908,Leaf
Archaea,FO169,7,3072462,Leaf
Archaea,FO17,316,7850871,Leaf
Archaea,FO170,59,3748304,Leaf
Archaea,FO171,80,3953247,Leaf
Archaea,FO172,417,4979104,Leaf
Archaea,FO173,64,4695397,Leaf
Archaea,FO174,813,7338970,Leaf
Archaea,FO175,191,5906803,Leaf
Archaea,FO176,471,6218176,Leaf
Archaea,FO177,422,5883927,Leaf
Archaea,FO178,565,5629059,Leaf
Archaea,FO179,162,5265959,Leaf
Archaea,FO18,58,3536124,Leaf
Archaea,FO180,44,4565920,Leaf
Archaea,FO181,207,4533083,Leaf
Archaea,FO182,258,4475106,Leaf
Archaea,FO183,105,2941182,Leaf
Archaea,FO184,611,6002036,Leaf
Archaea,FO185,145,6553884,Leaf
Archaea,FO186,38,4094565,Leaf
Archaea,FO187,96,3861714,Leaf
Archaea,FO188,872,6287653,Leaf
Archaea,FO189,495,5539992,Leaf
Archaea,FO19,43,3257471,Leaf
Archaea,FO190,76,4504902,Leaf
Archaea,FO191,122,4595362,Leaf
Archaea,FO192,65,3275975,Leaf
Archaea,FO193,507,6247786,Leaf
Archaea,FO194,171,4537688,Leaf
Archaea,FO195,248,7737780,Leaf
Archaea,FO196,98,7109297,Leaf
Archaea,FO197,141,3900871,Leaf
Archaea,FO198,238,6756455,Leaf
Archaea,FO199,260,4212397,Leaf
Archaea,FO2,169,5084219,Leaf
Archaea,FO20,188,5865411,Leaf
Archaea,FO200,195,4581707,Leaf
Archaea,FO201,129,4393945,Leaf
Archaea,FO202,316,5922293,Leaf
Archaea,FO203,371,4453898,Leaf
Archaea,FO204,16,3260244,Leaf
Archaea,FO205,91,4048408,Leaf
Archaea,FO206,111,3985532,Leaf
Archaea,FO207,330,4056615,Leaf
Archaea,FO208,77,4098904,Leaf
Archaea,FO209,64,3711588,Leaf
Archaea,FO21,284,6482857,Leaf
Archaea,FO210,66,3386938,Leaf
Archaea,FO211,31,4212417,Leaf
Archaea,FO212,28,4310022,Leaf
Archaea,FO213,313,6011324,Leaf
Archaea,FO214,35,3086064,Leaf
Archaea,FO215,154,6989142,Leaf
Archaea,FO216,144,5886475,Leaf
Archaea,FO217,210,5233048,Leaf
Archaea,FO218,38,3693457,Leaf
Archaea,FO219,67,3259596,Leaf
Archaea,FO22,222,4756245,Leaf
Archaea,FO220,928,7703217,Leaf
Archaea,FO221,512,7400205,Leaf
Archaea,FO222,412,4346927,Leaf
Archaea,FO223,99,3895349,Leaf
Archaea,FO224,116,7154719,Leaf
Archaea,FO225,43,4097712,Leaf
Archaea,FO226,37,3595460,Leaf
Archaea,FO227,51,4681867,Leaf
Archaea,FO228,128,5947668,Leaf
Archaea,FO229,127,4459971,Leaf
Archaea,FO23,102,5141450,Leaf
Archaea,FO230,306,4878217,Leaf
Archaea,FO231,219,6503944,Leaf
Archaea,FO232,54,5147096,Leaf
Archaea,FO233,102,4282311,Leaf
Archaea,FO234,295,5922007,Leaf
Archaea,FO235,43,3451313,Leaf
Archaea,FO236,142,3644869,Leaf
Archaea,FO237,36,3433798,Leaf
Archaea,FO238,169,5841093,Leaf
Archaea,FO239,40,3791971,Leaf
Archaea,FO24,26,3681341,Leaf
Archaea,FO240,168,6148647,Leaf
Archaea,FO241,67,3693420,Leaf
Archaea,FO242,70,3265603,Leaf
Archaea,FO243,124,5680288,Leaf
Archaea,FO244,54,3200792,Leaf
Archaea,FO245,60,3712524,Leaf
Archaea,FO246,87,3375182,Leaf
Archaea,FO247,39,3337371,Leaf
Archaea,FO248,459,5234372,Leaf
Archaea,FO249,211,5818522,Leaf
Archaea,FO25,55,3726984,Leaf
Archaea,FO250,46,4391411,Leaf
Archaea,FO251,21,7071529,Leaf
Archaea,FO252,37,3991214,Leaf
Archaea,FO253,71,3668500,Leaf
Archaea,FO254,61,3586924,Leaf
Archaea,FO255,108,3789938,Leaf
Archaea,FO256,138,3771976,Leaf
Archaea,FO257,54,3551759,Leaf
Archaea,FO258,525,6823967,Leaf
Archaea,FO259,32,3168623,Leaf
Archaea,FO26,52,4269551,Leaf
Archaea,FO260,589,8153926,Leaf
Archaea,FO261,650,7716000,Leaf
Archaea,FO262,791,8317948,Leaf
Archaea,FO263,72,3506559,Leaf
Archaea,FO264,89,4085264,Leaf
Archaea,FO265,85,3938091,Leaf
Archaea,FO266,26,4155942,Leaf
Archaea,FO267,59,4368924,Leaf
Archaea,FO268,818,7829968,Leaf
Archaea,FO269,685,6444773,Leaf
Archaea,FO27,66,3254192,Leaf
Archaea,FO270,690,6483069,Leaf
Archaea,FO271,532,6642976,Leaf
Archaea,FO272,321,4562601,Leaf
Archaea,FO273,134,6301159,Leaf
Archaea,FO274,29,3307286,Leaf
Archaea,FO275,319,4670154,Leaf
Archaea,FO276,130,4565061,Leaf
Archaea,FO277,121,4498599,Leaf
Archaea,FO278,233,4828750,Leaf
Archaea,FO279,486,9460062,Leaf
Archaea,FO28,19,4500756,Leaf
Archaea,FO280,109,4685023,Leaf
Archaea,FO281,133,3261635,Leaf
Archaea,FO282,5,4702564,Leaf
Archaea,FO283,35,3295433,Leaf
Archaea,FO284,15,3558889,Leaf
Archaea,FO285,333,4769532,Leaf
Archaea,FO286,246,4984319,Leaf
Archaea,FO287,118,3097362,Leaf
Archaea,FO288,381,4954280,Leaf
Archaea,FO289,86,3733733,Leaf
Archaea,FO29,222,3605625,Leaf
Archaea,FO290,275,4099472,Leaf
Archaea,FO291,95,3913549,Leaf
Archaea,FO292,37,3645044,Leaf
Archaea,FO293,60,3320365,Leaf
Archaea,FO294,176,4381218,Leaf
Archaea,FO295,19,3660037,Leaf
Archaea,FO296,94,3677228,Leaf
Archaea,FO297,105,3338681,Leaf
Archaea,FO298,207,4288988,Leaf
Archaea,FO299,226,4450946,Leaf
Archaea,FO3,33,3557356,Leaf
Archaea,FO30,239,7398543,Leaf
Archaea,FO300,112,3558526,Leaf
Archaea,FO31,32,4451532,Leaf
Archaea,FO32,134,4689303,Leaf
Archaea,FO33,159,6042193,Leaf
Archaea,FO34,104,4428670,Leaf
Archaea,FO35,16,4070525,Leaf
Archaea,FO36,62,3745175,Leaf
Archaea,FO37,131,22430418,Leaf
Archaea,FO38,1417,7230352,Leaf
Archaea,FO39,847,5773920,Leaf
Archaea,FO4,281,7332171,Leaf
Archaea,FO40,156,3645604,Leaf
Archaea,FO41,77,3751210,Leaf
Archaea,FO42,335,4943927,Leaf
Archaea,FO43,159,4660940,Leaf
Archaea,FO44,90,3599948,Leaf
Archaea,FO45,48,4360884,Leaf
Archaea,FO46,346,7397181,Leaf
Archaea,FO47,31,4035291,Leaf
Archaea,FO48,173,5764566,Leaf
Archaea,FO49,384,7067300,Leaf
Archaea,FO5,237,4801888,Leaf
Archaea,FO50,39,4312446,Leaf
Archaea,FO51,33,4760112,Leaf
Archaea,FO52,150,3552139,Leaf
Archaea,FO53,309,4910924,Leaf
Archaea,FO54,204,4560113,Leaf
Archaea,FO55,29,3510036,Leaf
Archaea,FO56,100,5267095,Leaf
Archaea,FO57,42,3790423,Leaf
Archaea,FO58,167,4085757,Leaf
Archaea,FO59,155,4684306,Leaf
Archaea,FO6,244,4433072,Leaf
Archaea,FO60,42,4088999,Leaf
Archaea,FO61,102,3583246,Leaf
Archaea,FO62,640,5415916,Leaf
Archaea,FO63,93,3475340,Leaf
Archaea,FO64,196,4191934,Leaf
Archaea,FO65,63,5160805,Leaf
Archaea,FO66,292,5099617,Leaf
Archaea,FO67,42,4765219,Leaf
Archaea,FO68,284,4700976,Leaf
Archaea,FO69,39,5066546,Leaf
Archaea,FO7,159,3834047,Leaf
Archaea,FO70,99,3634207,Leaf
Archaea,FO71,161,4196454,Leaf
Archaea,FO72,8,3287073,Leaf
Archaea,FO73,134,3270149,Leaf
Archaea,FO74,195,3433201,Leaf
Archaea,FO75,5,2633093,Leaf
Archaea,FO76,187,5253215,Leaf
Archaea,FO77,202,4463413,Leaf
Archaea,FO78,564,7299790,Leaf
Archaea,FO79,99,4521589,Leaf
Archaea,FO8,38,4184366,Leaf
Archaea,FO80,284,6470733,Leaf
Archaea,FO81,130,3406652,Leaf
Archaea,FO83,80,3595287,Leaf
Archaea,FO84,119,3567111,Leaf
Archaea,FO85,260,6217272,Leaf
Archaea,FO87,334,5961428,Leaf
Archaea,FO88,153,4467550,Leaf
Archaea,FO89,1832,9487698,Leaf
Archaea,FO9,240,5810257,Leaf
Archaea,FO90,151,4297454,Leaf
Archaea,FO91,78,3465431,Leaf
Archaea,FO92,139,3562456,Leaf
Archaea,FO93,319,4305614,Leaf
Archaea,FO94,92,6563876,Leaf
Archaea,FO95,35,3189431,Leaf
Archaea,FO96,61,3735353,Leaf
Archaea,FO97,25,3477023,Leaf
Archaea,FO98,729,7229090,Leaf
Archaea,FO99,297,5394861,Leaf
Fungi,FOS1,98253,2232171,Stem
Fungi,FOS10,134171,3032681,Stem
Fungi,FOS100,115108,5519284,Stem
Fungi,FOS101,278723,5105575,Stem
Fungi,FOS102,166597,3769021,Stem
Fungi,FOS103,106703,3097749,Stem
Fungi,FOS104,168943,3695120,Stem
Fungi,FOS105,125126,3186733,Stem
Fungi,FOS107,114009,3584533,Stem
Fungi,FOS108,138732,3371621,Stem
Fungi,FOS109,132638,3588227,Stem
Fungi,FOS11,108774,3492578,Stem
Fungi,FOS110,109354,4347148,Stem
Fungi,FOS111,3388775,8270147,Stem
Fungi,FOS112,143549,3676650,Stem
Fungi,FOS113,571114,25967571,Stem
Fungi,FOS114,193400,3812832,Stem
Fungi,FOS115,150109,4473601,Stem
Fungi,FOS116,135088,3224657,Stem
Fungi,FOS117,158185,3845290,Stem
Fungi,FOS118,117201,3301960,Stem
Fungi,FOS119,170788,3927035,Stem
Fungi,FOS12,118377,3266278,Stem
Fungi,FOS120,158232,3575565,Stem
Fungi,FOS121,120900,3455596,Stem
Fungi,FOS122,140616,3741267,Stem
Fungi,FOS123,3434770,9674596,Stem
Fungi,FOS124,126904,3335557,Stem
Fungi,FOS125,162572,3768727,Stem
Fungi,FOS126,117275,8637287,Stem
Fungi,FOS127,167478,3111346,Stem
Fungi,FOS128,145282,3360357,Stem
Fungi,FOS129,132392,4417608,Stem
Fungi,FOS13,136130,3268593,Stem
Fungi,FOS130,196927,3191708,Stem
Fungi,FOS131,122612,3028854,Stem
Fungi,FOS132,124594,3473729,Stem
Fungi,FOS133,300563,3515996,Stem
Fungi,FOS134,193834,3519349,Stem
Fungi,FOS135,163004,4185167,Stem
Fungi,FOS137,168387,3830696,Stem
Fungi,FOS138,118560,3387899,Stem
Fungi,FOS139,113350,3454481,Stem
Fungi,FOS14,109169,3250379,Stem
Fungi,FOS140,117811,3328464,Stem
Fungi,FOS141,140337,3598211,Stem
Fungi,FOS142,112368,3622918,Stem
Fungi,FOS143,125552,3076390,Stem
Fungi,FOS144,165924,3807651,Stem
Fungi,FOS145,110444,2893054,Stem
Fungi,FOS146,131310,3200881,Stem
Fungi,FOS147,173835,2966367,Stem
Fungi,FOS148,115732,10995846,Stem
Fungi,FOS149,576147,3998904,Stem
Fungi,FOS15,122433,3097074,Stem
Fungi,FOS150,102785,2940700,Stem
Fungi,FOS151,118967,3396031,Stem
Fungi,FOS152,267242,2920074,Stem
Fungi,FOS153,123412,3031898,Stem
Fungi,FOS154,114342,3055383,Stem
Fungi,FOS155,123496,3152902,Stem
Fungi,FOS156,122431,3151837,Stem
Fungi,FOS157,160100,4633010,Stem
Fungi,FOS158,224527,2963641,Stem
Fungi,FOS159,102827,3269956,Stem
Fungi,FOS160,3517213,8333829,Stem
Fungi,FOS161,172463,4232604,Stem
Fungi,FOS162,288333,8496210,Stem
Fungi,FOS163,118824,3265363,Stem
Fungi,FOS164,104858,3249917,Stem
Fungi,FOS165,554854,3434881,Stem
Fungi,FOS167,195497,3008641,Stem
Fungi,FOS168,129449,2746446,Stem
Fungi,FOS169,104873,3438455,Stem
Fungi,FOS17,137061,2994927,Stem
Fungi,FOS170,112994,3585947,Stem
Fungi,FOS171,118415,3758317,Stem
Fungi,FOS172,143983,3430531,Stem
Fungi,FOS173,7806270,20375286,Stem
Fungi,FOS174,130553,3172417,Stem
Fungi,FOS175,131525,3511115,Stem
Fungi,FOS176,142254,2983643,Stem
Fungi,FOS177,729693,9367251,Stem
Fungi,FOS178,125297,3119290,Stem
Fungi,FOS179,112290,3179163,Stem
Fungi,FOS18,115201,3011461,Stem
Fungi,FOS180,1160725,3764724,Stem
Fungi,FOS181,113351,3411764,Stem
Fungi,FOS182,128852,4250937,Stem
Fungi,FOS183,120198,2800108,Stem
Fungi,FOS184,162295,3596208,Stem
Fungi,FOS185,112245,3582891,Stem
Fungi,FOS186,130136,3523217,Stem
Fungi,FOS187,127608,3818238,Stem
Fungi,FOS188,140045,3814150,Stem
Fungi,FOS189,123675,3127558,Stem
Fungi,FOS19,132979,3999222,Stem
Fungi,FOS190,142154,2944558,Stem
Fungi,FOS191,170059,4834451,Stem
Fungi,FOS192,140220,3506366,Stem
Fungi,FOS193,916341,6943953,Stem
Fungi,FOS194,121347,3336999,Stem
Fungi,FOS195,159838,3873733,Stem
Fungi,FOS197,110366,3383909,Stem
Fungi,FOS198,126512,17606386,Stem
Fungi,FOS199,108630,2978012,Stem
Fungi,FOS2,318227,4304137,Stem
Fungi,FOS20,531298,4138141,Stem
Fungi,FOS200,132577,3275644,Stem
Fungi,FOS201,113213,2928641,Stem
Fungi,FOS202,100478,3351211,Stem
Fungi,FOS203,124989,3374488,Stem
Fungi,FOS204,110656,3210269,Stem
Fungi,FOS205,143944,3304541,Stem
Fungi,FOS206,106050,2892906,Stem
Fungi,FOS207,109317,2775061,Stem
Fungi,FOS208,169457,2511274,Stem
Fungi,FOS209,115231,3106368,Stem
Fungi,FOS21,123872,3256258,Stem
Fungi,FOS210,129894,3209705,Stem
Fungi,FOS211,111618,3131085,Stem
Fungi,FOS212,108379,2602281,Stem
Fungi,FOS213,116312,3676011,Stem
